trace_nb;correct_bytes_amp;hd_sum_amp;log2(key_rank)_amp;correct_bytes_phr;hd_sum_phr;log2(key_rank)_phr;correct_bytes_recombined;hd_sum_recombined;log2(key_rank)_recombined
177;9;7;9.303780748;13;3;3.459431619;16;0;0
178;12;4;8.169925001;13;3;3.584962501;16;0;0
179;13;3;8.22881869;13;3;3.584962501;16;0;0
180;13;3;9.392317423;13;3;3.584962501;16;0;0
181;13;3;8.129283017;13;3;3.459431619;16;0;0
182;14;2;7.169925001;13;3;3.459431619;16;0;0
183;13;3;7.321928095;13;3;3.584962501;16;0;0
184;12;4;8.087462841;13;3;3.807354922;16;0;0
185;12;4;8.495855027;13;3;3.807354922;16;0;0
186;12;4;7.266786541;13;3;4.087462841;16;0;0
187;12;4;7.820178962;13;3;4.087462841;16;0;0
188;13;3;7.754887502;13;3;4.169925001;16;0;0
189;12;4;8.159871337;13;3;4.392317423;16;0;0
190;12;4;8.392317423;13;3;4.321928095;16;0;0
191;12;4;8.50779464;13;3;4.087462841;16;0;0
192;12;4;8.50779464;13;3;4.247927513;16;0;0
193;11;5;8.584962501;13;3;4.459431619;16;0;0
194;12;4;8.921840937;13;3;4.321928095;16;0;0
195;11;5;8.426264755;13;3;4.523561956;16;0;0
196;11;5;7.95419631;13;3;4.64385619;16;0;0
197;10;6;9.607330314;13;3;4.321928095;16;0;0
198;10;6;9.807354922;13;3;3.906890596;16;0;0
199;10;6;9.463524373;13;3;3.807354922;16;0;0
200;11;5;8.820178962;13;3;4.169925001;16;0;0
